table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,0,0,Cộng,Ngân hàng | Ngân hàng TMCP Sài Gòn Thương Tín – chi nhánh Bà Rịa Vũng Tàu,Cộng,,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,1,6,19.3. Chi tiết trái phiếu và chi phí phát hành như sau:,"Tài sản đảm bảo | - Toàn bộ tài sản và quyền tài sản phát sinh từ dự án Hạ tầng kỹ thuật Khu đô thị mới Bắc Vũng Tàu (diện tích 19,6ha) tại phường 12, thành phố Vũng Tàu, Quyền sử dụng 9.282 m2 đất ở đô thị và toàn bộ tài sản hình thành trên đất tại Phường Thắng Nhất, TP.Vũng Tàu.- Quyền sử dụng đất và tài sản gắn liền với đất thuộc thừa đất số 221+222+223+2 24; 94; 95 tờ bản đồ số 38 45 tại phường Thắng Nhất thành phố Vũng Tàu, tỉnh Bà Rịa Vũng Tàu; Theo Giấy chứng nhận quyền sử dụng đất quyền sở hữu nhà ở và tài sản khác gắn liền với đất số BN 981921, số vào số cấp giấy chứng nhận: CT 05386 do Sở Tài Nguyên và Môi Trường tính Bà Rịa Vũng Tàu cấp ngày 20/05/2014 thuộc sở hữu, sử dụng của Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng__2",19.3. Chi tiết trái phiếu và chi phí phát hành như sau:,,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,1,7,19.3. Chi tiết trái phiếu và chi phí phát hành như sau:,"Tài sản đảm bảo | - Toàn bộ tài sản và quyền tài sản phát sinh từ dự án Hạ tầng kỹ thuật Khu đô thị mới Bắc Vũng Tàu (diện tích 19,6ha) tại phường 12, thành phố Vũng Tàu, Quyền sử dụng 9.282 m2 đất ở đô thị và toàn bộ tài sản hình thành trên đất tại Phường Thắng Nhất, TP.Vũng Tàu.- Quyền sử dụng đất và tài sản gắn liền với đất thuộc thừa đất số 221+222+223+2 24; 94; 95 tờ bản đồ số 38 45 tại phường Thắng Nhất thành phố Vũng Tàu, tỉnh Bà Rịa Vũng Tàu; Theo Giấy chứng nhận quyền sử dụng đất quyền sở hữu nhà ở và tài sản khác gắn liền với đất số BN 981921, số vào số cấp giấy chứng nhận: CT 05386 do Sở Tài Nguyên và Môi Trường tính Bà Rịa Vũng Tàu cấp ngày 20/05/2014 thuộc sở hữu, sử dụng của Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng__3",19.3. Chi tiết trái phiếu và chi phí phát hành như sau:,,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,2,0,,Ngân hàng | Ngân hàng TMCP Sài Gòn Thương Tín – chi nhánh Bà Rịa Vũng Tàu,,,,False,True
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,VND,2,1,,Số dư cuối năm VND | 332.835.753.678,,,,False,True
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,VND,2,2,,Phân loại thành nợ đến hạn trả VND | 274.268.604.000,,,,False,True
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,2,3,,Thời hạn vay | Đến ngày 16 tháng 03 năm 2026,,,,False,True
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,2,4,,"Lãi suất (%/năm) | 10,5%-11%",Số đầu năm VND,,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,2,5,,"Tài sản đảm bảo | - Toàn bộ tài sản và quyền tài sản phát sinh từ dự án Hạ tầng kỹ thuật Khu đô thị mới Bắc Vũng Tàu (diện tích 19,6ha) tại phường 12, thành phố Vũng Tàu, Quyền sử dụng 9.282 m2 đất ở đô thị và toàn bộ tài sản hình thành trên đất tại Phường Thắng Nhất, TP.Vũng Tàu.- Quyền sử dụng đất và tài sản gắn liền với đất thuộc thừa đất số 221+222+223+2 24; 94; 95 tờ bản đồ số 38 45 tại phường Thắng Nhất thành phố Vũng Tàu, tỉnh Bà Rịa Vũng Tàu; Theo Giấy chứng nhận quyền sử dụng đất quyền sở hữu nhà ở và tài sản khác gắn liền với đất số BN 981921, số vào số cấp giấy chứng nhận: CT 05386 do Sở Tài Nguyên và Môi Trường tính Bà Rịa Vũng Tàu cấp ngày 20/05/2014 thuộc sở hữu, sử dụng của Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng",Tăng VND,,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,2,6,,"Tài sản đảm bảo | - Toàn bộ tài sản và quyền tài sản phát sinh từ dự án Hạ tầng kỹ thuật Khu đô thị mới Bắc Vũng Tàu (diện tích 19,6ha) tại phường 12, thành phố Vũng Tàu, Quyền sử dụng 9.282 m2 đất ở đô thị và toàn bộ tài sản hình thành trên đất tại Phường Thắng Nhất, TP.Vũng Tàu.- Quyền sử dụng đất và tài sản gắn liền với đất thuộc thừa đất số 221+222+223+2 24; 94; 95 tờ bản đồ số 38 45 tại phường Thắng Nhất thành phố Vũng Tàu, tỉnh Bà Rịa Vũng Tàu; Theo Giấy chứng nhận quyền sử dụng đất quyền sở hữu nhà ở và tài sản khác gắn liền với đất số BN 981921, số vào số cấp giấy chứng nhận: CT 05386 do Sở Tài Nguyên và Môi Trường tính Bà Rịa Vũng Tàu cấp ngày 20/05/2014 thuộc sở hữu, sử dụng của Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng__2",Giảm/(phân bổ chi phí phát hành trái phiếu) VND,,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,2,7,,"Tài sản đảm bảo | - Toàn bộ tài sản và quyền tài sản phát sinh từ dự án Hạ tầng kỹ thuật Khu đô thị mới Bắc Vũng Tàu (diện tích 19,6ha) tại phường 12, thành phố Vũng Tàu, Quyền sử dụng 9.282 m2 đất ở đô thị và toàn bộ tài sản hình thành trên đất tại Phường Thắng Nhất, TP.Vũng Tàu.- Quyền sử dụng đất và tài sản gắn liền với đất thuộc thừa đất số 221+222+223+2 24; 94; 95 tờ bản đồ số 38 45 tại phường Thắng Nhất thành phố Vũng Tàu, tỉnh Bà Rịa Vũng Tàu; Theo Giấy chứng nhận quyền sử dụng đất quyền sở hữu nhà ở và tài sản khác gắn liền với đất số BN 981921, số vào số cấp giấy chứng nhận: CT 05386 do Sở Tài Nguyên và Môi Trường tính Bà Rịa Vũng Tàu cấp ngày 20/05/2014 thuộc sở hữu, sử dụng của Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng__3",Số cuối năm VND,,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,3,0,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),Ngân hàng | Ngân hàng TMCP Sài Gòn Thương Tín – chi nhánh Bà Rịa Vũng Tàu,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,VND,3,1,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),Số dư cuối năm VND | 332.835.753.678,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,VND,3,2,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),Phân loại thành nợ đến hạn trả VND | 274.268.604.000,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,3,3,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),Thời hạn vay | Đến ngày 16 tháng 03 năm 2026,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,3,4,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),"Lãi suất (%/năm) | 10,5%-11%",891.577.418.629,891577418629.0,891577418629.0,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,3,5,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),"Tài sản đảm bảo | - Toàn bộ tài sản và quyền tài sản phát sinh từ dự án Hạ tầng kỹ thuật Khu đô thị mới Bắc Vũng Tàu (diện tích 19,6ha) tại phường 12, thành phố Vũng Tàu, Quyền sử dụng 9.282 m2 đất ở đô thị và toàn bộ tài sản hình thành trên đất tại Phường Thắng Nhất, TP.Vũng Tàu.- Quyền sử dụng đất và tài sản gắn liền với đất thuộc thừa đất số 221+222+223+2 24; 94; 95 tờ bản đồ số 38 45 tại phường Thắng Nhất thành phố Vũng Tàu, tỉnh Bà Rịa Vũng Tàu; Theo Giấy chứng nhận quyền sử dụng đất quyền sở hữu nhà ở và tài sản khác gắn liền với đất số BN 981921, số vào số cấp giấy chứng nhận: CT 05386 do Sở Tài Nguyên và Môi Trường tính Bà Rịa Vũng Tàu cấp ngày 20/05/2014 thuộc sở hữu, sử dụng của Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng",-,0.0,0.0,True,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,3,6,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),"Tài sản đảm bảo | - Toàn bộ tài sản và quyền tài sản phát sinh từ dự án Hạ tầng kỹ thuật Khu đô thị mới Bắc Vũng Tàu (diện tích 19,6ha) tại phường 12, thành phố Vũng Tàu, Quyền sử dụng 9.282 m2 đất ở đô thị và toàn bộ tài sản hình thành trên đất tại Phường Thắng Nhất, TP.Vũng Tàu.- Quyền sử dụng đất và tài sản gắn liền với đất thuộc thừa đất số 221+222+223+2 24; 94; 95 tờ bản đồ số 38 45 tại phường Thắng Nhất thành phố Vũng Tàu, tỉnh Bà Rịa Vũng Tàu; Theo Giấy chứng nhận quyền sử dụng đất quyền sở hữu nhà ở và tài sản khác gắn liền với đất số BN 981921, số vào số cấp giấy chứng nhận: CT 05386 do Sở Tài Nguyên và Môi Trường tính Bà Rịa Vũng Tàu cấp ngày 20/05/2014 thuộc sở hữu, sử dụng của Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng__2",(891.577.418.629),-891577418629.0,-891577418629.0,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,3,7,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),"Tài sản đảm bảo | - Toàn bộ tài sản và quyền tài sản phát sinh từ dự án Hạ tầng kỹ thuật Khu đô thị mới Bắc Vũng Tàu (diện tích 19,6ha) tại phường 12, thành phố Vũng Tàu, Quyền sử dụng 9.282 m2 đất ở đô thị và toàn bộ tài sản hình thành trên đất tại Phường Thắng Nhất, TP.Vũng Tàu.- Quyền sử dụng đất và tài sản gắn liền với đất thuộc thừa đất số 221+222+223+2 24; 94; 95 tờ bản đồ số 38 45 tại phường Thắng Nhất thành phố Vũng Tàu, tỉnh Bà Rịa Vũng Tàu; Theo Giấy chứng nhận quyền sử dụng đất quyền sở hữu nhà ở và tài sản khác gắn liền với đất số BN 981921, số vào số cấp giấy chứng nhận: CT 05386 do Sở Tài Nguyên và Môi Trường tính Bà Rịa Vũng Tàu cấp ngày 20/05/2014 thuộc sở hữu, sử dụng của Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng__3",-,0.0,0.0,True,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,4,0,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),Ngân hàng | Ngân hàng TMCP Sài Gòn Thương Tín – chi nhánh Bà Rịa Vũng Tàu,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,VND,4,1,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),Số dư cuối năm VND | 332.835.753.678,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,VND,4,2,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),Phân loại thành nợ đến hạn trả VND | 274.268.604.000,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,4,3,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),Thời hạn vay | Đến ngày 16 tháng 03 năm 2026,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,4,4,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),"Lãi suất (%/năm) | 10,5%-11%",891.577.418.629,891577418629.0,891577418629.0,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,4,5,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),"Tài sản đảm bảo | - Toàn bộ tài sản và quyền tài sản phát sinh từ dự án Hạ tầng kỹ thuật Khu đô thị mới Bắc Vũng Tàu (diện tích 19,6ha) tại phường 12, thành phố Vũng Tàu, Quyền sử dụng 9.282 m2 đất ở đô thị và toàn bộ tài sản hình thành trên đất tại Phường Thắng Nhất, TP.Vũng Tàu.- Quyền sử dụng đất và tài sản gắn liền với đất thuộc thừa đất số 221+222+223+2 24; 94; 95 tờ bản đồ số 38 45 tại phường Thắng Nhất thành phố Vũng Tàu, tỉnh Bà Rịa Vũng Tàu; Theo Giấy chứng nhận quyền sử dụng đất quyền sở hữu nhà ở và tài sản khác gắn liền với đất số BN 981921, số vào số cấp giấy chứng nhận: CT 05386 do Sở Tài Nguyên và Môi Trường tính Bà Rịa Vũng Tàu cấp ngày 20/05/2014 thuộc sở hữu, sử dụng của Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng",-,0.0,0.0,True,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,4,6,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),"Tài sản đảm bảo | - Toàn bộ tài sản và quyền tài sản phát sinh từ dự án Hạ tầng kỹ thuật Khu đô thị mới Bắc Vũng Tàu (diện tích 19,6ha) tại phường 12, thành phố Vũng Tàu, Quyền sử dụng 9.282 m2 đất ở đô thị và toàn bộ tài sản hình thành trên đất tại Phường Thắng Nhất, TP.Vũng Tàu.- Quyền sử dụng đất và tài sản gắn liền với đất thuộc thừa đất số 221+222+223+2 24; 94; 95 tờ bản đồ số 38 45 tại phường Thắng Nhất thành phố Vũng Tàu, tỉnh Bà Rịa Vũng Tàu; Theo Giấy chứng nhận quyền sử dụng đất quyền sở hữu nhà ở và tài sản khác gắn liền với đất số BN 981921, số vào số cấp giấy chứng nhận: CT 05386 do Sở Tài Nguyên và Môi Trường tính Bà Rịa Vũng Tàu cấp ngày 20/05/2014 thuộc sở hữu, sử dụng của Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng__2",(891.577.418.629),-891577418629.0,-891577418629.0,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,4,7,Ngắn hạn - Trái phiếu thường phát hành đến hạn trả Trái phiếu thường phát hành năm 2021 (i),"Tài sản đảm bảo | - Toàn bộ tài sản và quyền tài sản phát sinh từ dự án Hạ tầng kỹ thuật Khu đô thị mới Bắc Vũng Tàu (diện tích 19,6ha) tại phường 12, thành phố Vũng Tàu, Quyền sử dụng 9.282 m2 đất ở đô thị và toàn bộ tài sản hình thành trên đất tại Phường Thắng Nhất, TP.Vũng Tàu.- Quyền sử dụng đất và tài sản gắn liền với đất thuộc thừa đất số 221+222+223+2 24; 94; 95 tờ bản đồ số 38 45 tại phường Thắng Nhất thành phố Vũng Tàu, tỉnh Bà Rịa Vũng Tàu; Theo Giấy chứng nhận quyền sử dụng đất quyền sở hữu nhà ở và tài sản khác gắn liền với đất số BN 981921, số vào số cấp giấy chứng nhận: CT 05386 do Sở Tài Nguyên và Môi Trường tính Bà Rịa Vũng Tàu cấp ngày 20/05/2014 thuộc sở hữu, sử dụng của Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng__3",-,0.0,0.0,True,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,5,0,Giá gốc trái phiếu,Ngân hàng | Ngân hàng TMCP Sài Gòn Thương Tín – chi nhánh Bà Rịa Vũng Tàu,Giá gốc trái phiếu,,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,VND,5,1,Giá gốc trái phiếu,Số dư cuối năm VND | 332.835.753.678,Giá gốc trái phiếu,,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,VND,5,2,Giá gốc trái phiếu,Phân loại thành nợ đến hạn trả VND | 274.268.604.000,Giá gốc trái phiếu,,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,5,3,Giá gốc trái phiếu,Thời hạn vay | Đến ngày 16 tháng 03 năm 2026,Giá gốc trái phiếu,,,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,5,4,Giá gốc trái phiếu,"Lãi suất (%/năm) | 10,5%-11%",900.000.000.000,900000000000.0,900000000000.0,False,False
DIG_financial_statements_2024_separate|table_37,DIG_financial_statements_2024_separate,DIG,2024,separate,PERCENT,5,5,Giá gốc trái phiếu,"Tài sản đảm bảo | - Toàn bộ tài sản và quyền tài sản phát sinh từ dự án Hạ tầng kỹ thuật Khu đô thị mới Bắc Vũng Tàu (diện tích 19,6ha) tại phường 12, thành phố Vũng Tàu, Quyền sử dụng 9.282 m2 đất ở đô thị và toàn bộ tài sản hình thành trên đất tại Phường Thắng Nhất, TP.Vũng Tàu.- Quyền sử dụng đất và tài sản gắn liền với đất thuộc thừa đất số 221+222+223+2 24; 94; 95 tờ bản đồ số 38 45 tại phường Thắng Nhất thành phố Vũng Tàu, tỉnh Bà Rịa Vũng Tàu; Theo Giấy chứng nhận quyền sử dụng đất quyền sở hữu nhà ở và tài sản khác gắn liền với đất số BN 981921, số vào số cấp giấy chứng nhận: CT 05386 do Sở Tài Nguyên và Môi Trường tính Bà Rịa Vũng Tàu cấp ngày 20/05/2014 thuộc sở hữu, sử dụng của Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng",-,0.0,0.0,True,False
