table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,0,0,Công ty TNHH MTV Lâm nghiệp Đình Lập,Bên vay | Công ty TNHH MTV Ván dán Vinafor Bắc Giang | Công ty TNHH MTV Lâm nghiệp Lộc Bình,Công ty TNHH MTV Lâm nghiệp Đình Lập,,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,4,0,Công ty TNHH MTV Chế biến gỗ và Đăm gỗ Dung Quát,Bên vay | Công ty TNHH MTV Ván dán Vinafor Bắc Giang | Công ty TNHH MTV Lâm nghiệp Lộc Bình,Công ty TNHH MTV Chế biến gỗ và Đăm gỗ Dung Quát,,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,VND,4,1,Công ty TNHH MTV Chế biến gỗ và Đăm gỗ Dung Quát,Số cuối năm (VND) | 85.691.452.088 | 14.694.600.000,17.230.000.000,17230000000.0,17230000000.0,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,4,2,Công ty TNHH MTV Chế biến gỗ và Đăm gỗ Dung Quát,"Kỳ hạn trả gốc và lãi | Ngày đảo hạn cuối cùng là ngày 31 tháng 12 năm 2028 theo Phụ lục hợp đồng vay vốn số 195 ngày 26 tháng 3 năm 2021. Gốc vay và lãi vay trả khi đáo hạn. Lãi suất bắt đầu áp dụng từ ngày 1 tháng 1 năm 2021 là 5%/năm. Tổng Công ty đã trích lập dự phòng theo thời gian quá hạn của các khoản vay với giá trị là 42.830.262.026 VND. | Ngày đảo hạn cuối cùng là ngày 31 tháng 12 năm 2026. Lãi vay và gốc vay trả khi đáo hạn. Lãi suất trong kỳ là 5,9%/năm.",Ngày đảo hạn cuối cùng là ngày 31 tháng 12 năm 2026 theo Phụ lục hợp đồng vay vốn số 210 và 211 ngày 07 tháng 4 năm 2021. Gốc vay và lãi vay trả khi đáo hạn. Lãi suất bắt đầu áp dụng từ ngày 1 tháng 1 năm 2021 là 5%/năm. Tổng Công ty đã trích lập dự phòng theo thời gian quá hạn của các khoản vay với giá trị là 2.988.750.546 VND.,,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,4,3,Công ty TNHH MTV Chế biến gỗ và Đăm gỗ Dung Quát,"Hình thức đảm bảo | Toàn bộ tài sản của bên vay | Toàn bộ tài sản của bên vay, bao gồm cả tài sản trong tương lai hình thành từ khoản vay.",Thế chấp bằng tất cả tài sản,,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,5,0,Công ty TNHH MTV Lâm nghiệp Đông Bắc,Bên vay | Công ty TNHH MTV Ván dán Vinafor Bắc Giang | Công ty TNHH MTV Lâm nghiệp Lộc Bình,Công ty TNHH MTV Lâm nghiệp Đông Bắc,,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,VND,5,1,Công ty TNHH MTV Lâm nghiệp Đông Bắc,Số cuối năm (VND) | 85.691.452.088 | 14.694.600.000,6.600.000.000,6600000000.0,6600000000.0,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,5,2,Công ty TNHH MTV Lâm nghiệp Đông Bắc,"Kỳ hạn trả gốc và lãi | Ngày đảo hạn cuối cùng là ngày 31 tháng 12 năm 2028 theo Phụ lục hợp đồng vay vốn số 195 ngày 26 tháng 3 năm 2021. Gốc vay và lãi vay trả khi đáo hạn. Lãi suất bắt đầu áp dụng từ ngày 1 tháng 1 năm 2021 là 5%/năm. Tổng Công ty đã trích lập dự phòng theo thời gian quá hạn của các khoản vay với giá trị là 42.830.262.026 VND. | Ngày đảo hạn cuối cùng là ngày 31 tháng 12 năm 2026. Lãi vay và gốc vay trả khi đáo hạn. Lãi suất trong kỳ là 5,9%/năm.",Ngày đảo hạn cuối cùng là ngày 31 tháng 12 năm 2026. Lãi vay và gốc vay trả khi đáo hạn. Lãi suất trong kỳ là 0%/năm.,,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,5,3,Công ty TNHH MTV Lâm nghiệp Đông Bắc,"Hình thức đảm bảo | Toàn bộ tài sản của bên vay | Toàn bộ tài sản của bên vay, bao gồm cả tài sản trong tương lai hình thành từ khoản vay.",Toàn bộ tài sản của bên vay,,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,6,0,Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Bộ,Bên vay | Công ty TNHH MTV Ván dán Vinafor Bắc Giang | Công ty TNHH MTV Lâm nghiệp Lộc Bình,Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Bộ,,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,VND,6,1,Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Bộ,Số cuối năm (VND) | 85.691.452.088 | 14.694.600.000,3.000.000.000,3000000000.0,3000000000.0,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,6,2,Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Bộ,"Kỳ hạn trả gốc và lãi | Ngày đảo hạn cuối cùng là ngày 31 tháng 12 năm 2028 theo Phụ lục hợp đồng vay vốn số 195 ngày 26 tháng 3 năm 2021. Gốc vay và lãi vay trả khi đáo hạn. Lãi suất bắt đầu áp dụng từ ngày 1 tháng 1 năm 2021 là 5%/năm. Tổng Công ty đã trích lập dự phòng theo thời gian quá hạn của các khoản vay với giá trị là 42.830.262.026 VND. | Ngày đảo hạn cuối cùng là ngày 31 tháng 12 năm 2026. Lãi vay và gốc vay trả khi đáo hạn. Lãi suất trong kỳ là 5,9%/năm.","Lãi vay 6,3%/năm. Lãi vay và gốc vay trả khi đáo hạn vào ngày 31 tháng 12 năm 2027.",,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,6,3,Công ty Cổ phần Giống Lâm nghiệp vùng Bắc Bộ,"Hình thức đảm bảo | Toàn bộ tài sản của bên vay | Toàn bộ tài sản của bên vay, bao gồm cả tài sản trong tương lai hình thành từ khoản vay.",Toàn bộ tài sản của bên vay,,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,7,0,Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,Bên vay | Công ty TNHH MTV Ván dán Vinafor Bắc Giang | Công ty TNHH MTV Lâm nghiệp Lộc Bình,Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,VND,7,1,Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,Số cuối năm (VND) | 85.691.452.088 | 14.694.600.000,1.616.664.500,1616664500.0,1616664500.0,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,7,2,Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,"Kỳ hạn trả gốc và lãi | Ngày đảo hạn cuối cùng là ngày 31 tháng 12 năm 2028 theo Phụ lục hợp đồng vay vốn số 195 ngày 26 tháng 3 năm 2021. Gốc vay và lãi vay trả khi đáo hạn. Lãi suất bắt đầu áp dụng từ ngày 1 tháng 1 năm 2021 là 5%/năm. Tổng Công ty đã trích lập dự phòng theo thời gian quá hạn của các khoản vay với giá trị là 42.830.262.026 VND. | Ngày đảo hạn cuối cùng là ngày 31 tháng 12 năm 2026. Lãi vay và gốc vay trả khi đáo hạn. Lãi suất trong kỳ là 5,9%/năm.","Ngày đảo hạn theo từng hợp đồng cho vay với ngày đáo hạn cuối cùng là ngày 4 tháng 3 năm 2026. Lãi vay và gốc vay trả theo quy định của từng Giấy nhận nợ. Lãi suất trong kỳ là 5,3%/năm.",,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,7,3,Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,"Hình thức đảm bảo | Toàn bộ tài sản của bên vay | Toàn bộ tài sản của bên vay, bao gồm cả tài sản trong tương lai hình thành từ khoản vay.","Toàn bộ tài sản của bên vay (bao gồm cả tài sản hiện có và tài sản hình thành trong tương lai từ khoản vay, gắn liền với đất thuê mang tên công ty tại số 204 Nguyễn Nghiêm, Xuân An, Nghị Xuân, Hà Tĩnh).",,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,8,0,Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,Bên vay | Công ty TNHH MTV Ván dán Vinafor Bắc Giang | Công ty TNHH MTV Lâm nghiệp Lộc Bình,Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,VND,8,1,Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,Số cuối năm (VND) | 85.691.452.088 | 14.694.600.000,552.708.000,552708000.0,552708000.0,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,8,2,Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,"Kỳ hạn trả gốc và lãi | Ngày đảo hạn cuối cùng là ngày 31 tháng 12 năm 2028 theo Phụ lục hợp đồng vay vốn số 195 ngày 26 tháng 3 năm 2021. Gốc vay và lãi vay trả khi đáo hạn. Lãi suất bắt đầu áp dụng từ ngày 1 tháng 1 năm 2021 là 5%/năm. Tổng Công ty đã trích lập dự phòng theo thời gian quá hạn của các khoản vay với giá trị là 42.830.262.026 VND. | Ngày đảo hạn cuối cùng là ngày 31 tháng 12 năm 2026. Lãi vay và gốc vay trả khi đáo hạn. Lãi suất trong kỳ là 5,9%/năm.","Ngày đảo hạn cuối cùng là ngày 30 tháng 6 năm 2025. Lãi vay và gốc vay trả khi đáo hạn. Lãi suất trong kỳ là 5,3%/năm.",,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,8,3,Công ty Cổ phần Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,"Hình thức đảm bảo | Toàn bộ tài sản của bên vay | Toàn bộ tài sản của bên vay, bao gồm cả tài sản trong tương lai hình thành từ khoản vay.","Toàn bộ tài sản của bên vay (bao gồm cả tài sản hiện có và tài sản hình thành trong tương lai từ khoản vay, gắn liền với đất thuê mang tên công ty tại số 204 Nguyễn Nghiêm, Xuân An, Nghị Xuân, Hà Tĩnh).",,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,9,0,TỔNG CỘNG,Bên vay | Công ty TNHH MTV Ván dán Vinafor Bắc Giang | Công ty TNHH MTV Lâm nghiệp Lộc Bình,TỔNG CỘNG,,,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,VND,9,1,TỔNG CỘNG,Số cuối năm (VND) | 85.691.452.088 | 14.694.600.000,162.755.423.588,162755423588.0,162755423588.0,False,False
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,9,2,TỔNG CỘNG,"Kỳ hạn trả gốc và lãi | Ngày đảo hạn cuối cùng là ngày 31 tháng 12 năm 2028 theo Phụ lục hợp đồng vay vốn số 195 ngày 26 tháng 3 năm 2021. Gốc vay và lãi vay trả khi đáo hạn. Lãi suất bắt đầu áp dụng từ ngày 1 tháng 1 năm 2021 là 5%/năm. Tổng Công ty đã trích lập dự phòng theo thời gian quá hạn của các khoản vay với giá trị là 42.830.262.026 VND. | Ngày đảo hạn cuối cùng là ngày 31 tháng 12 năm 2026. Lãi vay và gốc vay trả khi đáo hạn. Lãi suất trong kỳ là 5,9%/năm.",,,,False,True
VIF_financial_statements_2022_separate|table_18,VIF_financial_statements_2022_separate,VIF,2022,separate,PERCENT,9,3,TỔNG CỘNG,"Hình thức đảm bảo | Toàn bộ tài sản của bên vay | Toàn bộ tài sản của bên vay, bao gồm cả tài sản trong tương lai hình thành từ khoản vay.",,,,False,True
